Time_s,Hour,Total_Demand_Mbps,Served_TN_Mbps,Served_NTN_Mbps,Active_NTN_Beams,Dropped_Traffic_Mbps
72000,20.0,1376489.0,1297463.91,17828.62,361,61066.17
